Código concatenado,Código de Departamento,Descripción de Departamento,Código de Distrito,Descripción de Distrito,Área,Código de Barrio/Localidad,Descripción de Barrio/Localidad
0806007,08,MISIONES,06,SANTA MARÍA,1,007,FÁTIMA
0806120,08,MISIONES,06,SANTA MARÍA,6,120,SAN ANTONIO
0806130,08,MISIONES,06,SANTA MARÍA,6,130,ITACURUBÍ
0806140,08,MISIONES,06,SANTA MARÍA,6,140,ZANJA KORA
0806150,08,MISIONES,06,SANTA MARÍA,6,150,SAN FERNANDO
0806160,08,MISIONES,06,SANTA MARÍA,6,160,TRINIDAD KUE
0806170,08,MISIONES,06,SANTA MARÍA,6,170,CERRO COSTA
0806190,08,MISIONES,06,SANTA MARÍA,6,190,SAN GERONIMO
0806210,08,MISIONES,06,SANTA MARÍA,6,210,LOURDES
0806220,08,MISIONES,06,SANTA MARÍA,6,220,SAN JUAN BERCHMANS
0806240,08,MISIONES,06,SANTA MARÍA,6,240,TAVA'I
0806250,08,MISIONES,06,SANTA MARÍA,6,250,CURUPAYTY
0806260,08,MISIONES,06,SANTA MARÍA,6,260,ARROYO KARE
0806270,08,MISIONES,06,SANTA MARÍA,6,270,ASENT. SAN FERNANDO
0806280,08,MISIONES,06,SANTA MARÍA,6,280,COSTA PO'I
0807002,08,MISIONES,07,SANTA ROSA,1,002,PABLO VI
0807003,08,MISIONES,07,SANTA ROSA,1,003,SAN ISIDRO
0807004,08,MISIONES,07,SANTA ROSA,1,004,CRISTO REY
0807005,08,MISIONES,07,SANTA ROSA,1,005,SAN MIGUEL
0807006,08,MISIONES,07,SANTA ROSA,1,006,VIRGEN DEL PILAR
0807007,08,MISIONES,07,SANTA ROSA,1,007,SAN JOSÉ
0807008,08,MISIONES,07,SANTA ROSA,1,008,CENTRO
0807100,08,MISIONES,07,SANTA ROSA,6,100,AREA DE ESTANCIAS
0807110,08,MISIONES,07,SANTA ROSA,6,110,SAN FRANCISCO KUE
0807120,08,MISIONES,07,SANTA ROSA,6,120,SAN GABRIEL
0807130,08,MISIONES,07,SANTA ROSA,6,130,COLONIA ACEVEDO
0807140,08,MISIONES,07,SANTA ROSA,6,140,SAN JOSÉ 19
0807150,08,MISIONES,07,SANTA ROSA,6,150,SAN JOSÉ MOROTI
0807160,08,MISIONES,07,SANTA ROSA,6,160,ITA HUGUA
0807170,08,MISIONES,07,SANTA ROSA,6,170,ARROYO GONZÁLEZ
0807180,08,MISIONES,07,SANTA ROSA,6,180,SAN ANTONIO
0807190,08,MISIONES,07,SANTA ROSA,6,190,CERRO COSTA
0807200,08,MISIONES,07,SANTA ROSA,6,200,GABINO ROJAS
0807220,08,MISIONES,07,SANTA ROSA,6,220,SAN JOAQUÍN
0807230,08,MISIONES,07,SANTA ROSA,6,230,SAN FRANCISCO
0807240,08,MISIONES,07,SANTA ROSA,6,240,SAN RAFAEL
0807250,08,MISIONES,07,SANTA ROSA,6,250,SAN SOLANO
0807255,08,MISIONES,07,SANTA ROSA,3,255,SAN SOLANO SUB-URBANO
0807260,08,MISIONES,07,SANTA ROSA,6,260,YPUKU
0807270,08,MISIONES,07,SANTA ROSA,6,270,JACAREY
0807280,08,MISIONES,07,SANTA ROSA,6,280,POTRERO GUASU
0807290,08,MISIONES,07,SANTA ROSA,6,290,SANTA ELENA
0807300,08,MISIONES,07,SANTA ROSA,6,300,3 DE MAYO
0807310,08,MISIONES,07,SANTA ROSA,6,310,YKUA SATI
0807320,08,MISIONES,07,SANTA ROSA,6,320,ALCARAZ KUE
0807330,08,MISIONES,07,SANTA ROSA,6,330,POTRERO ALTO
0807340,08,MISIONES,07,SANTA ROSA,6,340,ZAPATERO KUE
0807350,08,MISIONES,07,SANTA ROSA,6,350,FÁTIMA
0807360,08,MISIONES,07,SANTA ROSA,6,360,SANTA TERESA
0807370,08,MISIONES,07,SANTA ROSA,6,370,SAN JOSÉ
0807380,08,MISIONES,07,SANTA ROSA,6,380,YATAI
0807390,08,MISIONES,07,SANTA ROSA,6,390,SAN PEDRO
0808002,08,MISIONES,08,SANTIAGO,1,002,FÁTIMA
0808003,08,MISIONES,08,SANTIAGO,1,003,SAN MIGUEL
0808004,08,MISIONES,08,SANTIAGO,1,004,CENTRO SAN JUAN
0808005,08,MISIONES,08,SANTIAGO,1,005,CAACUPÉ
0808100,08,MISIONES,08,SANTIAGO,6,100,SAN RAMÓN
0808110,08,MISIONES,08,SANTIAGO,6,110,KA'AGUY GUASU
0808120,08,MISIONES,08,SANTIAGO,6,120,TAMBORY
0808130,08,MISIONES,08,SANTIAGO,6,130,SAN ROQUE
0808140,08,MISIONES,08,SANTIAGO,6,140,ESTERO BELLACO
0808150,08,MISIONES,08,SANTIAGO,6,150,SAN ANTONIO
0808160,08,MISIONES,08,SANTIAGO,6,160,SANTA RITA
0808170,08,MISIONES,08,SANTIAGO,6,170,SAN BLAS
0808190,08,MISIONES,08,SANTIAGO,6,190,JACUTY
0808200,08,MISIONES,08,SANTIAGO,6,200,SAN FELIPE
0808210,08,MISIONES,08,SANTIAGO,6,210,CAAGUAZU-MI
0808220,08,MISIONES,08,SANTIAGO,6,220,AREA DE ESTANCIAS
0808230,08,MISIONES,08,SANTIAGO,6,230,SAN JUAN
0808240,08,MISIONES,08,SANTIAGO,6,240,SAN MIGUEL
0808250,08,MISIONES,08,SANTIAGO,6,250,KA'AGUY PO'I
0808260,08,MISIONES,08,SANTIAGO,6,260,FÁTIMA
0808270,08,MISIONES,08,SANTIAGO,6,270,MBOKAJATY
0809001,08,MISIONES,09,VILLA FLORIDA,1,001,MANGA YVYRA
0809002,08,MISIONES,09,VILLA FLORIDA,1,002,SAN MIGUEL
0809003,08,MISIONES,09,VILLA FLORIDA,1,003,SAN ISIDRO
0809004,08,MISIONES,09,VILLA FLORIDA,1,004,MANGA ITA
0809005,08,MISIONES,09,VILLA FLORIDA,1,005,CENTRO
0809006,08,MISIONES,09,VILLA FLORIDA,1,006,SAN FRANCISCO
0809130,08,MISIONES,09,VILLA FLORIDA,6,130,SAN FRANCISCO
0809140,08,MISIONES,09,VILLA FLORIDA,6,140,ZONA DE ESTANCIAS
0810002,08,MISIONES,10,YABEBYRY,1,002,CENTRAL
0810003,08,MISIONES,10,YABEBYRY,1,003,MARISCAL LÓPEZ
0810004,08,MISIONES,10,YABEBYRY,1,004,KUARAHY RESE
0810120,08,MISIONES,10,YABEBYRY,6,120,PANCHITO LÓPEZ
0810130,08,MISIONES,10,YABEBYRY,6,130,LAGUNA PORA
0810150,08,MISIONES,10,YABEBYRY,6,150,GALEANO KUE
0810160,08,MISIONES,10,YABEBYRY,6,160,JUANITA PESOA
0810170,08,MISIONES,10,YABEBYRY,6,170,MARISCAL LÓPEZ
0810180,08,MISIONES,10,YABEBYRY,6,180,PEGUAHO
0810190,08,MISIONES,10,YABEBYRY,6,190,MBURUCUYA
0810200,08,MISIONES,10,YABEBYRY,6,200,OBRERO
0810210,08,MISIONES,10,YABEBYRY,6,210,LA FLOR
0810220,08,MISIONES,10,YABEBYRY,6,220,SAN FRANCISCO
0810230,08,MISIONES,10,YABEBYRY,6,230,KUARAHY RESE
0901004,09,PARAGUARÍ,01,PARAGUARÍ,1,004,SANTO TOMÁS
0901005,09,PARAGUARÍ,01,PARAGUARÍ,1,005,PA'I GÓMEZ
0901006,09,PARAGUARÍ,01,PARAGUARÍ,1,006,CENTRO
0901007,09,PARAGUARÍ,01,PARAGUARÍ,1,007,VIRGEN DE CAACUPÉ
0901008,09,PARAGUARÍ,01,PARAGUARÍ,1,008,ASENT. SANTO DOMINGO
0901009,09,PARAGUARÍ,01,PARAGUARÍ,1,009,SAN BLAS
0901010,09,PARAGUARÍ,01,PARAGUARÍ,1,010,CIUDAD NUEVA
0901011,09,PARAGUARÍ,01,PARAGUARÍ,1,011,SAN BLAS II
0901012,09,PARAGUARÍ,01,PARAGUARÍ,1,012,SANTA CATALINA
0901013,09,PARAGUARÍ,01,PARAGUARÍ,1,013,SUB MARIN
0901014,09,PARAGUARÍ,01,PARAGUARÍ,1,014,NACIONAL
0901015,09,PARAGUARÍ,01,PARAGUARÍ,1,015,SAN FRANCISCO
0901016,09,PARAGUARÍ,01,PARAGUARÍ,1,016,URBANIZACIÓN LA NEGRITA
0901017,09,PARAGUARÍ,01,PARAGUARÍ,1,017,URBANIZACIÓN VIRGEN DE GUADALUPE
0901018,09,PARAGUARÍ,01,PARAGUARÍ,1,018,CALLE
0901019,09,PARAGUARÍ,01,PARAGUARÍ,1,019,URBANIZACIÓN ARASA POTY
0901020,09,PARAGUARÍ,01,PARAGUARÍ,1,020,PISCINA
0901021,09,PARAGUARÍ,01,PARAGUARÍ,1,021,FÁTIMA
0901022,09,PARAGUARÍ,01,PARAGUARÍ,1,022,ESTACIÓN
0901023,09,PARAGUARÍ,01,PARAGUARÍ,1,023,SAN MIGUEL
0901024,09,PARAGUARÍ,01,PARAGUARÍ,1,024,COMANDO DE ARTILLERIA VILLA MILITAR
0901025,09,PARAGUARÍ,01,PARAGUARÍ,1,025,ALBORADA
0901026,09,PARAGUARÍ,01,PARAGUARÍ,1,026,SANTO DOMINGO
0901027,09,PARAGUARÍ,01,PARAGUARÍ,1,027,URBANIZACIÓN LAS PALMERAS
0901028,09,PARAGUARÍ,01,PARAGUARÍ,1,028,URBANIZACIÓN MARÍA DEL CARMEN
0901029,09,PARAGUARÍ,01,PARAGUARÍ,1,029,URBANIZACIÓN LOS GUAYABOS
0901110,09,PARAGUARÍ,01,PARAGUARÍ,6,110,MBATOVI
0901130,09,PARAGUARÍ,01,PARAGUARÍ,6,130,CERRO LEÓN
0901170,09,PARAGUARÍ,01,PARAGUARÍ,6,170,COSTA SEGUNDA
0901190,09,PARAGUARÍ,01,PARAGUARÍ,6,190,SOTO RUGUA
0901200,09,PARAGUARÍ,01,PARAGUARÍ,6,200,COSTA PRIMERA
0901206,09,PARAGUARÍ,01,PARAGUARÍ,6,206,MBATOVI SANTO TOMÁS
0901260,09,PARAGUARÍ,01,PARAGUARÍ,6,260,ÑUATI
0901270,09,PARAGUARÍ,01,PARAGUARÍ,6,270,ESTANCIA ALFONSO
0901290,09,PARAGUARÍ,01,PARAGUARÍ,6,290,AGROMONTE
0901310,09,PARAGUARÍ,01,PARAGUARÍ,6,310,MBATOVI VIRGEN DEL ROSARIO
0901320,09,PARAGUARÍ,01,PARAGUARÍ,6,320,CHOLOLO
0901330,09,PARAGUARÍ,01,PARAGUARÍ,6,330,RAMAL A CARAPEGUÁ
0902001,09,PARAGUARÍ,02,ACAHAY,1,001,MONSEÑOR BOGARÍN
0902002,09,PARAGUARÍ,02,ACAHAY,1,002,SAN BLAS
0902003,09,PARAGUARÍ,02,ACAHAY,1,003,CENTRAL
0902004,09,PARAGUARÍ,02,ACAHAY,1,004,15 DE AGOSTO
0902005,09,PARAGUARÍ,02,ACAHAY,1,005,SAN ALFONSO
0902006,09,PARAGUARÍ,02,ACAHAY,1,006,MONSEÑOR CÁRDENAS
0902007,09,PARAGUARÍ,02,ACAHAY,1,007,SANTA LUCÍA
0902008,09,PARAGUARÍ,02,ACAHAY,1,008,SAN RAMÓN
0902100,09,PARAGUARÍ,02,ACAHAY,6,100,YEGUARISO
0902110,09,PARAGUARÍ,02,ACAHAY,6,110,VALOIS RIVAROLA
0902120,09,PARAGUARÍ,02,ACAHAY,6,120,TAPYTANGUA
0902130,09,PARAGUARÍ,02,ACAHAY,6,130,COSTA PEÑA
0902140,09,PARAGUARÍ,02,ACAHAY,6,140,POTRERO ARCE
0902150,09,PARAGUARÍ,02,ACAHAY,6,150,CERRO CORÁ
0902160,09,PARAGUARÍ,02,ACAHAY,6,160,CERRO ICE
0902170,09,PARAGUARÍ,02,ACAHAY,6,170,ISLA BÁEZ
0902180,09,PARAGUARÍ,02,ACAHAY,6,180,PINTOS
0902190,09,PARAGUARÍ,02,ACAHAY,6,190,YVYRAITY
0902200,09,PARAGUARÍ,02,ACAHAY,6,200,CERRO GUY
0902210,09,PARAGUARÍ,02,ACAHAY,6,210,ÑU AHAI
0902220,09,PARAGUARÍ,02,ACAHAY,6,220,ISLERIA
0902230,09,PARAGUARÍ,02,ACAHAY,6,230,RECOLETA I
0902240,09,PARAGUARÍ,02,ACAHAY,6,240,ARROYO VERDE
0902250,09,PARAGUARÍ,02,ACAHAY,6,250,RINCÓN
0902260,09,PARAGUARÍ,02,ACAHAY,6,260,COSTA BÁEZ - JUKYTY
0902270,09,PARAGUARÍ,02,ACAHAY,6,270,CARAGUATAY GUASU
0902280,09,PARAGUARÍ,02,ACAHAY,6,280,CARAGUATAY MI
0902290,09,PARAGUARÍ,02,ACAHAY,6,290,LAGUNA PYTA
0902300,09,PARAGUARÍ,02,ACAHAY,6,300,COSTA BÁEZ
0902310,09,PARAGUARÍ,02,ACAHAY,6,310,ZANJITA
0902320,09,PARAGUARÍ,02,ACAHAY,6,320,SAN RAMÓN
0902330,09,PARAGUARÍ,02,ACAHAY,6,330,ITAKYTY
0902340,09,PARAGUARÍ,02,ACAHAY,6,340,TAPE GUASU
0902350,09,PARAGUARÍ,02,ACAHAY,6,350,POTRERITO
0902360,09,PARAGUARÍ,02,ACAHAY,6,360,SAN ISIDRO
0902370,09,PARAGUARÍ,02,ACAHAY,6,370,RIVAROLA KUE
0903001,09,PARAGUARÍ,03,CAAPUCÚ,1,001,SAN SALVADOR
0903002,09,PARAGUARÍ,03,CAAPUCÚ,1,002,SAN ROQUE
0903003,09,PARAGUARÍ,03,CAAPUCÚ,1,003,SANTA LIBRADA
0903004,09,PARAGUARÍ,03,CAAPUCÚ,1,004,SAGRADO CORAZÓN DE JESÚS
0903005,09,PARAGUARÍ,03,CAAPUCÚ,1,005,CENTRAL
0903006,09,PARAGUARÍ,03,CAAPUCÚ,1,006,ESPÍRITU SANTO
0903100,09,PARAGUARÍ,03,CAAPUCÚ,6,100,MBOI KUATIA
0903110,09,PARAGUARÍ,03,CAAPUCÚ,6,110,ITAPÉ
0903120,09,PARAGUARÍ,03,CAAPUCÚ,6,120,TAPE GUASU
0903130,09,PARAGUARÍ,03,CAAPUCÚ,6,130,YPUKU
0903140,09,PARAGUARÍ,03,CAAPUCÚ,6,140,CAPILLITA
0903150,09,PARAGUARÍ,03,CAAPUCÚ,6,150,CHARARA
0903160,09,PARAGUARÍ,03,CAAPUCÚ,6,160,CAPILLA TUYA
0903170,09,PARAGUARÍ,03,CAAPUCÚ,6,170,JAGUARETE KUA
0903180,09,PARAGUARÍ,03,CAAPUCÚ,6,180,MONTIEL POTRERO
0903190,09,PARAGUARÍ,03,CAAPUCÚ,6,190,COLONIA CNEL. JOSÉ V. MONGELÓS
0903200,09,PARAGUARÍ,03,CAAPUCÚ,6,200,YERE
0903210,09,PARAGUARÍ,03,CAAPUCÚ,6,210,COLONIA TTE ROJAS
0903220,09,PARAGUARÍ,03,CAAPUCÚ,6,220,SAN BLAS
0903230,09,PARAGUARÍ,03,CAAPUCÚ,6,230,SANTA LIBRADA
0904001,09,PARAGUARÍ,04,CABALLERO,1,001,MARÍA AUXILIADORA
0904002,09,PARAGUARÍ,04,CABALLERO,1,002,SANTA ROSA
0904003,09,PARAGUARÍ,04,CABALLERO,1,003,VIRGEN DE FÁTIMA
0904004,09,PARAGUARÍ,04,CABALLERO,1,004,SAN LUIS
0904005,09,PARAGUARÍ,04,CABALLERO,1,005,8 DE DICIEMBRE
0904006,09,PARAGUARÍ,04,CABALLERO,1,006,SAN JOSÉ
0904100,09,PARAGUARÍ,04,CABALLERO,6,100,LINDERO
0904110,09,PARAGUARÍ,04,CABALLERO,6,110,GUAVIRA
0904120,09,PARAGUARÍ,04,CABALLERO,6,120,HORQUETA
0904140,09,PARAGUARÍ,04,CABALLERO,6,140,ZORRILLA KUE
0904150,09,PARAGUARÍ,04,CABALLERO,6,150,TENIENTE MARTÍNEZ
0904160,09,PARAGUARÍ,04,CABALLERO,6,160,PIRAJUVY
0904170,09,PARAGUARÍ,04,CABALLERO,6,170,CAMPICHUELO
0904180,09,PARAGUARÍ,04,CABALLERO,6,180,CATALÁN
0904190,09,PARAGUARÍ,04,CABALLERO,6,190,POTRERO PUKU
0904200,09,PARAGUARÍ,04,CABALLERO,6,200,ISLA SEGURA
0904210,09,PARAGUARÍ,04,CABALLERO,6,210,POTRERO NARANJATY
0904230,09,PARAGUARÍ,04,CABALLERO,6,230,CERRO ÑU
0904240,09,PARAGUARÍ,04,CABALLERO,6,240,FRANCO ÑU
0904250,09,PARAGUARÍ,04,CABALLERO,6,250,LOMA PYTA
0904260,09,PARAGUARÍ,04,CABALLERO,6,260,POTRERO YVATE
0904270,09,PARAGUARÍ,04,CABALLERO,6,270,FRANCO I
0904280,09,PARAGUARÍ,04,CABALLERO,6,280,IRIARTE PRIMERO
0904290,09,PARAGUARÍ,04,CABALLERO,6,290,KIRITO
0904300,09,PARAGUARÍ,04,CABALLERO,6,300,CHAURIA
0904310,09,PARAGUARÍ,04,CABALLERO,6,310,IRIARTE SEGUNDO
0904320,09,PARAGUARÍ,04,CABALLERO,6,320,IRIARTE TERCERO
0904330,09,PARAGUARÍ,04,CABALLERO,6,330,COSTA PUKU
0904340,09,PARAGUARÍ,04,CABALLERO,6,340,CERRO HORQUETA
0904350,09,PARAGUARÍ,04,CABALLERO,6,350,FRANCO ÑU OCULTO
0905001,09,PARAGUARÍ,05,CARAPEGUÁ,1,001,SANTO DOMINGO
0905002,09,PARAGUARÍ,05,CARAPEGUÁ,1,002,SAN MIGUEL
0905003,09,PARAGUARÍ,05,CARAPEGUÁ,1,003,SAN FRANCISCO
0905004,09,PARAGUARÍ,05,CARAPEGUÁ,1,004,VIRGEN DEL CARMEN
0905005,09,PARAGUARÍ,05,CARAPEGUÁ,1,005,SAN JOSÉ
0905006,09,PARAGUARÍ,05,CARAPEGUÁ,1,006,SAN BLAS
0905007,09,PARAGUARÍ,05,CARAPEGUÁ,1,007,CENTRAL
0905008,09,PARAGUARÍ,05,CARAPEGUÁ,1,008,MARÍA AUXILIADORA
0905009,09,PARAGUARÍ,05,CARAPEGUÁ,1,009,SAN ROQUE
0905010,09,PARAGUARÍ,05,CARAPEGUÁ,1,010,SAN CAYETANO
0905011,09,PARAGUARÍ,05,CARAPEGUÁ,1,011,ASENT. NUEVA ESPERANZA
0905012,09,PARAGUARÍ,05,CARAPEGUÁ,1,012,FÁTIMA
0905013,09,PARAGUARÍ,05,CARAPEGUÁ,1,013,SAGRADO CORAZÓN DE JESÚS
0905100,09,PARAGUARÍ,05,CARAPEGUÁ,6,100,ISLA YVATE
0905110,09,PARAGUARÍ,05,CARAPEGUÁ,6,110,CERRITO
0905120,09,PARAGUARÍ,05,CARAPEGUÁ,6,120,ESPARTILLAR
0905130,09,PARAGUARÍ,05,CARAPEGUÁ,6,130,PACHECO
0905140,09,PARAGUARÍ,05,CARAPEGUÁ,6,140,POTRERO
0905150,09,PARAGUARÍ,05,CARAPEGUÁ,6,150,NDAVARU
0905160,09,PARAGUARÍ,05,CARAPEGUÁ,6,160,TAJY LOMA
0905170,09,PARAGUARÍ,05,CARAPEGUÁ,6,170,CALIXTRO
0905180,09,PARAGUARÍ,05,CARAPEGUÁ,6,180,AGUAIY
0905190,09,PARAGUARÍ,05,CARAPEGUÁ,6,190,BENI LOMA
0905220,09,PARAGUARÍ,05,CARAPEGUÁ,6,220,CAAZAPA
0905230,09,PARAGUARÍ,05,CARAPEGUÁ,6,230,CAÑETE KUE
0905260,09,PARAGUARÍ,05,CARAPEGUÁ,6,260,FRANCO ISLA
0905270,09,PARAGUARÍ,05,CARAPEGUÁ,6,270,CAAPUCUMI
0905290,09,PARAGUARÍ,05,CARAPEGUÁ,6,290,EL PORTAL SAN VICENTE
0905330,09,PARAGUARÍ,05,CARAPEGUÁ,6,330,TAJY PUNTA
0905340,09,PARAGUARÍ,05,CARAPEGUÁ,6,340,SANTA MARGARITA
0905350,09,PARAGUARÍ,05,CARAPEGUÁ,6,350,MARÍA AUXILIADORA
0905360,09,PARAGUARÍ,05,CARAPEGUÁ,6,360,CERRITO 2
0905370,09,PARAGUARÍ,05,CARAPEGUÁ,6,370,VIRGEN DEL CARMEN
0905380,09,PARAGUARÍ,05,CARAPEGUÁ,6,380,SANTO DOMINGO
0906001,09,PARAGUARÍ,06,ESCOBAR,1,001,CENTRO
0906180,09,PARAGUARÍ,06,ESCOBAR,6,180,GENERAL AQUINO
0906190,09,PARAGUARÍ,06,ESCOBAR,6,190,YVYRAITY
0906200,09,PARAGUARÍ,06,ESCOBAR,6,200,MBOKAJATY
0906210,09,PARAGUARÍ,06,ESCOBAR,6,210,MBOPI KUA
0906230,09,PARAGUARÍ,06,ESCOBAR,6,230,ARROYO PORA
0906240,09,PARAGUARÍ,06,ESCOBAR,6,240,LOMA
0906250,09,PARAGUARÍ,06,ESCOBAR,6,250,ESTANCIA ABELENDA
0906260,09,PARAGUARÍ,06,ESCOBAR,6,260,POTRERO JARA
0906270,09,PARAGUARÍ,06,ESCOBAR,6,270,CHIRCAL
0906280,09,PARAGUARÍ,06,ESCOBAR,6,280,GUASU KUA
0906290,09,PARAGUARÍ,06,ESCOBAR,6,290,1 DE JUNIO
0906300,09,PARAGUARÍ,06,ESCOBAR,6,300,CERRO CORÁ CAÑADA
0907001,09,PARAGUARÍ,07,LA COLMENA,1,001,SANTA CATALINA
0907002,09,PARAGUARÍ,07,LA COLMENA,1,002,VIRGEN DEL CARMEN
0907003,09,PARAGUARÍ,07,LA COLMENA,1,003,VIRGEN DE FÁTIMA
0907004,09,PARAGUARÍ,07,LA COLMENA,1,004,SAN JOSÉ
0907005,09,PARAGUARÍ,07,LA COLMENA,1,005,SAN FRANCISCO
0907006,09,PARAGUARÍ,07,LA COLMENA,1,006,SAN RAFAEL
0907120,09,PARAGUARÍ,07,LA COLMENA,6,120,RORY
0907130,09,PARAGUARÍ,07,LA COLMENA,6,130,SAN RAMÓN
0907140,09,PARAGUARÍ,07,LA COLMENA,6,140,YVAROTY
0907150,09,PARAGUARÍ,07,LA COLMENA,6,150,YAHAPETY
0907160,09,PARAGUARÍ,07,LA COLMENA,6,160,BARRERO AZUL
0907170,09,PARAGUARÍ,07,LA COLMENA,6,170,KA'ATYMI
0907180,09,PARAGUARÍ,07,LA COLMENA,6,180,COMPAÑÍA FÁTIMA
0907190,09,PARAGUARÍ,07,LA COLMENA,6,190,MBOKAJATY
0907210,09,PARAGUARÍ,07,LA COLMENA,6,210,POTRERO ALTO
0907220,09,PARAGUARÍ,07,LA COLMENA,6,220,PINDOTY
0908001,09,PARAGUARÍ,08,MBUYAPEY,1,001,VIRGEN DE ITATI 2
0908002,09,PARAGUARÍ,08,MBUYAPEY,1,002,VIRGEN DE LOS DOLORES
0908003,09,PARAGUARÍ,08,MBUYAPEY,1,003,PERPETUO SOCORRO
0908004,09,PARAGUARÍ,08,MBUYAPEY,1,004,VIRGEN DE LOURDES
0908005,09,PARAGUARÍ,08,MBUYAPEY,1,005,SANTA TERESITA
0908006,09,PARAGUARÍ,08,MBUYAPEY,1,006,VIRGEN DEL ROSARIO
0908007,09,PARAGUARÍ,08,MBUYAPEY,1,007,VIRGEN DE FÁTIMA
0908008,09,PARAGUARÍ,08,MBUYAPEY,1,008,MARÍA AUXILIADORA
0908009,09,PARAGUARÍ,08,MBUYAPEY,1,009,VIRGEN DEL CARMEN
0908010,09,PARAGUARÍ,08,MBUYAPEY,1,010,INMACULADA CONCEPCIÓN
0908011,09,PARAGUARÍ,08,MBUYAPEY,1,011,VIRGEN DE ITATI 1
0908100,09,PARAGUARÍ,08,MBUYAPEY,6,100,ÑUA'I
0908110,09,PARAGUARÍ,08,MBUYAPEY,6,110,RECTA
0908120,09,PARAGUARÍ,08,MBUYAPEY,6,120,CULANTRILLO
0908130,09,PARAGUARÍ,08,MBUYAPEY,6,130,ISLA NARANJA
0908140,09,PARAGUARÍ,08,MBUYAPEY,6,140,ÑU APU'AMI
0908150,09,PARAGUARÍ,08,MBUYAPEY,6,150,ÑU APU'A
0908190,09,PARAGUARÍ,08,MBUYAPEY,6,190,BOQUERÓN
0908200,09,PARAGUARÍ,08,MBUYAPEY,6,200,COSTA PUKU
0908210,09,PARAGUARÍ,08,MBUYAPEY,6,210,LOMA GUASU
0908220,09,PARAGUARÍ,08,MBUYAPEY,6,220,CERRITO
0908240,09,PARAGUARÍ,08,MBUYAPEY,6,240,LABARU
0908250,09,PARAGUARÍ,08,MBUYAPEY,6,250,COSTA CAPILLA KUE
0908260,09,PARAGUARÍ,08,MBUYAPEY,6,260,ISLA ALTA
0908270,09,PARAGUARÍ,08,MBUYAPEY,6,270,ÑANDU RUGUA
0908280,09,PARAGUARÍ,08,MBUYAPEY,6,280,ROA RUGUA
0908290,09,PARAGUARÍ,08,MBUYAPEY,6,290,LOMITA
0908300,09,PARAGUARÍ,08,MBUYAPEY,6,300,COLONIA MARÍA ANTONIA
0908310,09,PARAGUARÍ,08,MBUYAPEY,6,310,LOMA'I
0908320,09,PARAGUARÍ,08,MBUYAPEY,6,320,KA'AGUY POTY
0908330,09,PARAGUARÍ,08,MBUYAPEY,6,330,LIZ Y FRANCISCO
0908340,09,PARAGUARÍ,08,MBUYAPEY,6,340,PIRAY
0908350,09,PARAGUARÍ,08,MBUYAPEY,6,350,TUNA
0908360,09,PARAGUARÍ,08,MBUYAPEY,6,360,LA ROSA
0908370,09,PARAGUARÍ,08,MBUYAPEY,6,370,SAN FRANCISCO
0908380,09,PARAGUARÍ,08,MBUYAPEY,6,380,SAN JUAN
0908390,09,PARAGUARÍ,08,MBUYAPEY,6,390,RIVAROLA
0909001,09,PARAGUARÍ,09,PIRAYÚ,1,001,BARRIO 1
0909002,09,PARAGUARÍ,09,PIRAYÚ,1,002,BARRIO 2
0909003,09,PARAGUARÍ,09,PIRAYÚ,1,003,BARRIO 3
0909004,09,PARAGUARÍ,09,PIRAYÚ,1,004,BARRIO 4
0909100,09,PARAGUARÍ,09,PIRAYÚ,6,100,AZCURRA
0909110,09,PARAGUARÍ,09,PIRAYÚ,6,110,COSTA HU
0909120,09,PARAGUARÍ,09,PIRAYÚ,6,120,TUJUKUA
0909130,09,PARAGUARÍ,09,PIRAYÚ,6,130,TAVA'I
0909140,09,PARAGUARÍ,09,PIRAYÚ,6,140,CERRO VERA
0909150,09,PARAGUARÍ,09,PIRAYÚ,6,150,PASO ESPERANZA
0909160,09,PARAGUARÍ,09,PIRAYÚ,6,160,POTRERO AVENDAÑO
0909170,09,PARAGUARÍ,09,PIRAYÚ,6,170,TUJUKUA KOKUE
0909180,09,PARAGUARÍ,09,PIRAYÚ,6,180,YKUA  KA'U
0909200,09,PARAGUARÍ,09,PIRAYÚ,6,200,CERRO LEÓN
0909210,09,PARAGUARÍ,09,PIRAYÚ,6,210,YAGUARÓN JURU
0909220,09,PARAGUARÍ,09,PIRAYÚ,6,220,ARROYO SERVIN
0909230,09,PARAGUARÍ,09,PIRAYÚ,6,230,POTRERO GUASU
0909240,09,PARAGUARÍ,09,PIRAYÚ,6,240,KA'AGUY POTY
0909250,09,PARAGUARÍ,09,PIRAYÚ,6,250,ZONA ALTA
0910001,09,PARAGUARÍ,10,QUIINDY,1,001,SAGRADA FAMILIA
0910002,09,PARAGUARÍ,10,QUIINDY,1,002,GENERAL BERNARDINO CABALLERO
0910003,09,PARAGUARÍ,10,QUIINDY,1,003,SANTA MARÍA
0910004,09,PARAGUARÍ,10,QUIINDY,1,004,SAN LORENZO
0910005,09,PARAGUARÍ,10,QUIINDY,1,005,SAGRADO CORAZÓN DE JESÚS
0910006,09,PARAGUARÍ,10,QUIINDY,1,006,SAN ANTONIO
0910007,09,PARAGUARÍ,10,QUIINDY,1,007,NIÑO JESÚS
0910008,09,PARAGUARÍ,10,QUIINDY,1,008,BARRIO AMISTAD
